,runtime_hours,lubrication_index,machine_health_index,plant_section,product_family,production_stage,fault_severity,certification_level,output_quality,machine_temperature,machine_vibration,auto,manual,semi_auto
213,2.3176151588331817,3.6133650005442255,1.4594169289043384,West,Fam_39,Init,No Fault,ISO9001,Low,17.02,4.19,True,False,False
214,1.1150560215846894,4.624021137992422,2.524175614419619,West,Fam_36,Processing,No Fault,ISO9001,Medium,27.57,8.49,False,False,True
215,1.7890627364702008,3.1178326329730783,2.144120935531983,West,Fam_10,Processing,No Fault,ISO9001,Medium,19.31,10.72,False,False,True
216,5.017061311837613,5.313381045772256,,East,Fam_10,Assembly,No Fault,ISO9001,Medium,19.2,7.63,True,False,False
217,5.024182317164179,4.611638798360534,2.0825119400609102,West,Fam_02,Assembly,No Fault,ISO9001,High,23.69,6.85,False,False,True
218,5.204627221705294,,1.6024664514529303,North,Fam_04,Final,No Fault,ISO9001,High,22.12,9.36,False,False,True
219,5.63506813051384,,2.1015570204731,West,Fam_11,Processing,No Fault,ISO9001,Medium,28.03,9.94,False,True,False
220,3.462867481812557,2.771185081880156,1.5318260306759004,North,Fam_02,Processing,No Fault,ISO9001,Low,15.31,8.15,False,False,True
221,11.583666895345472,2.780977887473833,1.3257222757342957,East,Fam_34,Final,No Fault,ISO9001,Low,15.99,6.51,True,False,False
222,0.6411475320427598,3.7024441868082936,2.762093156508165,East,Fam_36,Assembly,Low,ISO9001,High,21.12,12.42,False,False,True
223,1.0353718097294415,,2.4479863094186025,South,Fam_02,Final,No Fault,ISO9001,Medium,24.14,11.7,True,False,False
224,2.0928050504506523,,1.6072256240026248,North,Fam_03,Assembly,No Fault,ISO9001,Low,18.79,8.94,False,False,True
225,6.261718480897736,,2.1351251327928287,West,Fam_13,Processing,No Fault,ISO9001,Medium,19.18,13.04,True,False,False
226,0.8255483832869203,3.913451913300394,2.6149093107374046,South,Fam_13,Processing,No Fault,ISO9001,Medium,23.42,13.87,True,False,False
227,4.147684561669155,4.01329277478139,2.4742563415600105,South,Fam_39,Final,No Fault,ISO9001,High,23.46,9.73,True,False,False
228,1.8462196772331196,3.0088321783773884,1.7458765255719726,West,Fam_01,Final,No Fault,ISO9001,Low,18.69,8.36,True,False,False
229,4.424707227211892,5.406592553766064,2.8567935414160246,East,Fam_27,Final,No Fault,ISO9001,High,28.63,9.21,True,False,False
230,2.113023960334059,4.084636408199169,,South,Fam_04,Assembly,Medium,ISO9001,Medium,21.75,9.73,False,False,True
231,5.606376489862025,2.555877802048989,0.5094979270000672,East,Fam_02,Assembly,No Fault,ISO9001,Low,23.69,1.38,False,False,True
232,2.405494568116795,3.726590661327416,3.193700412250324,East,Fam_01,Processing,Low,ISO9001,High,24.49,14.51,False,False,True
233,6.903847163656248,4.5338714403499,,East,Fam_13,Processing,No Fault,ISO9001,Medium,20.05,3.17,False,True,False
234,4.696484478662914,3.3224382210379724,1.7349340297279148,East,Fam_03,Processing,No Fault,ISO9001,Medium,23.45,6.79,False,False,True
235,4.710272725372491,4.423419111416744,2.138500370058499,West,Fam_37,Assembly,No Fault,ISO9001,Medium,24.92,5.24,True,False,False
236,,4.380357853181924,2.395606837987565,East,Fam_20,Processing,No Fault,ISO9001,Medium,28.48,9.03,True,False,False
237,4.873641555100499,4.372973478109579,2.64664816465392,North,Fam_04,Init,No Fault,ISO9001,High,21.57,8.72,True,False,False
238,7.379746313859918,9.426049997955491,4.027484799194311,East,Fam_04,Init,No Fault,ISO9001,High,21.6,5.75,False,True,False
239,2.362686942511705,,1.5017528933147988,North,Fam_01,Processing,No Fault,ISO9001,Low,19.17,6.68,True,False,False
240,2.6538131273189256,2.013938768364049,,West,Fam_06,Assembly,,ISO9001,Low,29.32,4.59,False,False,True
241,3.225988449900931,5.303910803545904,2.518126821137209,East,Fam_27,Assembly,Low,ISO9001,High,25.47,9.36,False,False,True
242,8.771813139515611,1.0499354069229914,0.7560619317170145,West,Fam_01,Init,No Fault,ISO9001,Low,17.73,5.6,False,False,True
243,1.1626037293616702,3.3672138118091057,2.066260416958299,West,Fam_25,Init,No Fault,ISO9001,Medium,25.76,10.05,True,False,False
244,4.535486653783856,2.4639738085545506,1.8148066173202984,East,Fam_15,Processing,No Fault,ISO9001,Low,31.25,10.84,False,False,True
245,4.635260746035962,3.764930654998325,2.139280775006132,South,Fam_27,Processing,No Fault,ISO9001,High,20.23,7.5,True,False,False
246,3.179471793343725,2.317169055694717,1.9596994451156704,East,Fam_29,Processing,No Fault,ISO9001,Low,31.34,10.59,True,False,False
247,2.9674205904805326,5.701898545665758,2.315685758358952,North,Fam_20,Assembly,No Fault,ISO9001,Medium,22.72,4.49,False,True,False
248,1.3930443745145022,2.139171531908288,1.5860598362870124,East,Fam_28,Processing,No Fault,ISO9001,Low,19.5,10.72,True,False,False
249,5.350610707338936,3.3876978610728345,,West,Fam_19,Final,No Fault,ISO9001,High,,,False,False,True
250,1.252426264360039,3.88958372707567,1.725128306319928,West,Fam_09,Assembly,No Fault,ISO9001,Low,28.11,6.49,False,False,True
251,0.8357498575216744,,2.236584695479942,North,Fam_08,Init,,ISO9001,Low,28.79,8.55,True,False,False
252,4.520781104549723,3.643453390043371,2.091939704583296,West,Fam_17,Processing,No Fault,ISO9001,High,22.04,8.21,False,False,True
253,1.7506209123361964,5.393422112482509,3.667773010692577,North,Fam_08,Assembly,No Fault,ISO9001,High,25.63,13.94,True,False,False
254,4.647516404183994,3.733134078346533,,North,Fam_01,Processing,No Fault,ISO9001,High,20.89,9.78,True,False,False
255,1.7262667984837818,3.614018199099677,1.3162727500124531,North,Fam_01,Assembly,No Fault,ISO9001,Medium,24.42,4.1,False,False,True
256,2.200117662223782,4.780679738620631,,North,Fam_36,Assembly,,ISO9001,Low,14.71,8.42,False,True,False
257,1.5541514562211869,2.7706642274421656,0.9217382634418344,East,Fam_10,Processing,No Fault,ISO9001,Low,26.48,3.04,True,False,False
258,1.486157961330653,2.675106616102451,1.612164192426836,North,Fam_33,Processing,No Fault,ISO9001,Low,21.67,7.68,True,False,False
259,1.821598957329457,6.940682459833692,2.9086057786367863,North,Fam_34,Assembly,No Fault,ISO9001,Medium,24.35,5.13,False,True,False
260,2.650104213316047,3.8929604944814655,2.5963510907968077,South,Fam_22,Final,No Fault,ISO9001,Low,28.89,10.06,True,False,False
261,1.5493344469906591,3.3058336355718194,1.5318607316999808,East,Fam_32,Processing,No Fault,ISO9001,Low,28.74,6.59,True,False,False
262,1.96859213535659,1.8664681059139487,0.6157402797213056,East,Fam_20,Processing,No Fault,ISO9001,,21.98,3.18,False,False,True
263,2.73675988856414,4.97162821879294,2.016658555593998,West,Fam_30,Final,No Fault,ISO9001,Medium,22.62,6.22,True,False,False
264,6.186145294478811,5.566286721093068,2.491921970643353,North,Fam_27,Processing,No Fault,ISO9001,Medium,20.99,5.47,False,True,False
265,2.957011296620723,5.836718451005637,2.516089615051511,East,Fam_36,Final,No Fault,ISO9001,High,20.57,4.78,True,False,False
266,3.487020321525989,4.808416673206379,2.0200037099162564,East,Fam_01,Processing,No Fault,ISO9001,Medium,21.64,5.48,False,False,True
267,2.33444956374792,5.263775714564317,2.1621819671692526,East,Fam_11,Init,,ISO9001,Low,18.97,5.18,False,False,True
268,0.4520003944390431,3.3929299026301787,2.2971851914520864,North,Fam_26,Init,Low,ISO9001,Low,,,True,False,False
269,4.178275733418642,3.268175277496038,1.9783596646820367,West,Fam_19,Processing,No Fault,ISO9001,High,25.02,7.12,False,False,True
270,2.204200254509861,5.137061611963167,3.0592459648780186,South,Fam_01,Final,No Fault,ISO9001,High,21.79,10.3,True,False,False
271,1.8319839121334107,2.69000242840023,1.849119370603084,North,Fam_03,Processing,No Fault,ISO9001,Low,28.62,10.86,False,False,True
272,6.271351066971723,7.893146748573704,4.678801015332212,North,Fam_32,Assembly,No Fault,ISO9001,High,28.59,14.75,False,True,False
273,1.938334540328838,3.829179281154258,,East,Fam_04,Assembly,Medium,ISO9001,Low,27.13,7.43,True,False,False
274,,3.2791799660679795,1.417095493533459,West,Fam_39,Processing,No Fault,ISO9001,Low,23.83,4.72,True,False,False
275,6.995448213051492,3.349715148755076,2.234725978785101,East,Fam_23,Processing,No Fault,ISO9001,High,24.76,9.39,False,False,True
276,3.321268947570081,3.546929969385454,1.6698107451260262,East,Fam_26,Final,No Fault,ISO9001,Medium,21.24,5.87,True,False,False
277,2.0068744233767206,1.7090500887465483,1.2024279382226857,East,Fam_16,Processing,No Fault,ISO9001,Low,21.45,6.98,False,False,True
278,3.217994612815545,3.8791786710037,1.776197578557246,North,Fam_01,Assembly,No Fault,ISO9001,Low,18.78,5.66,False,False,True
279,0.95010940366271,3.0561321635606373,1.0435541716557466,East,Fam_18,Processing,No Fault,ISO9001,Low,26.42,3.6,True,False,False
280,2.433314878081967,2.320360696050729,1.4514297257818427,South,Fam_09,Assembly,No Fault,ISO9001,Low,,,False,False,True
281,4.01604012460622,3.648506672860145,1.476825988274205,East,Fam_08,Assembly,No Fault,ISO9001,Medium,21.75,6.06,False,False,True
282,4.032438967190444,3.4113393124616915,1.818323118327148,South,Fam_07,Processing,No Fault,ISO9001,Medium,22.32,8.2,False,False,True
283,2.2289519501916564,1.4414934365402343,0.1602873768523774,East,Fam_21,Assembly,No Fault,ISO9001,Low,17.2,1.72,False,False,True
284,2.723116941424543,5.6515360785298885,2.701025358816598,South,Fam_04,Assembly,No Fault,ISO9001,High,21.11,7.56,False,False,True
285,3.2219586027060387,2.80826301944461,2.19957952443284,South,Fam_16,Final,No Fault,ISO9001,High,21.17,12.77,True,False,False
286,2.042561784927845,4.333194298772981,2.465804592068021,South,Fam_31,Processing,No Fault,ISO9001,Medium,26.59,9.62,True,False,False
287,6.751892276504373,4.198314713440283,2.0364592497308465,East,Fam_11,Processing,No Fault,ISO9001,High,23.54,5.91,True,False,False
288,1.0438760294054836,4.16895912547013,2.762886794981765,North,Fam_13,Processing,No Fault,ISO9001,Medium,28.3,11.13,True,False,False
289,1.4457960784263102,3.365922637149872,2.8962269207430125,North,Fam_15,Processing,No Fault,ISO9001,Low,,,True,False,False
290,4.772623745308221,3.6924410607016966,1.5976714275267927,West,Fam_01,Init,No Fault,ISO9001,Low,19.1,5.91,False,False,True
291,3.7589509241054335,,2.3043848880456363,East,Fam_05,Processing,Low,ISO9001,Low,18.47,10.46,True,False,False
292,4.583781364463957,1.5191381554952024,0.8705323606887749,West,Fam_03,Final,No Fault,ISO9001,Low,27.09,6.47,False,False,True
293,3.0734727859737845,3.4907068370885086,1.787127382313524,South,Fam_03,Processing,No Fault,ISO9001,Medium,22.01,7.76,False,True,False
294,,2.907712545301272,2.2351131749955693,West,Fam_29,Processing,No Fault,ISO9001,High,25.81,11.53,False,False,True
295,2.753523128946197,3.0851912210244943,1.6964662287194745,South,Fam_34,Init,No Fault,ISO9001,Low,28.92,8.7,False,False,True
296,3.526987565821379,2.0551286841286167,0.7437172891831723,South,Fam_01,Processing,No Fault,ISO9001,Medium,24.06,6.3,False,False,True
297,4.080760691323317,2.7507256488669154,2.498197024650094,East,Fam_02,Assembly,Low,ISO9001,High,23.7,13.58,False,False,True
298,6.348993330693887,4.826189379322026,2.5363812493406384,East,Fam_08,Processing,,ISO9001,Low,31.05,8.15,True,False,False
299,3.679421974082788,,2.1226129987092195,North,Fam_13,Init,No Fault,ISO9001,Medium,20.22,11.74,True,False,False
300,3.88668825236344,6.065784572014222,3.803363027480165,East,Fam_03,Final,No Fault,ISO9001,High,20.25,12.0,False,True,False
301,4.539189478738739,5.444639052816901,,East,Fam_27,Init,No Fault,ISO9001,Medium,16.69,10.34,True,False,False
302,2.888646762600871,6.340153162127003,3.01706099264639,South,Fam_06,Processing,No Fault,ISO9001,High,29.73,8.03,True,False,False
303,1.1051873593204629,3.744860027850738,2.274662075298453,East,Fam_02,Processing,Low,ISO9001,Low,20.05,9.15,False,False,True
304,2.8789311678106717,3.843137639242872,1.7713764349276115,West,Fam_09,Final,No Fault,ISO9001,Low,31.07,5.94,True,False,False
305,5.623370771111273,9.80535807729336,4.58803226366578,East,Fam_01,Processing,No Fault,ISO9001,High,23.36,9.52,False,True,False
306,1.38464213132064,2.968557510987837,1.816721939782495,South,Fam_39,Final,Low,ISO9001,Low,21.29,8.77,True,False,False
307,3.080536027013145,6.83584155964835,3.2794639785524686,East,Fam_01,Init,No Fault,ISO9001,High,20.06,8.79,False,True,False
308,2.412095749781077,3.185360689858099,2.0666473422183538,South,Fam_19,Init,No Fault,ISO9001,,17.6,9.55,False,False,True
309,5.646054139527527,4.453174634161069,2.1526649854377835,South,Fam_26,Processing,No Fault,ISO9001,,19.09,6.43,False,False,True
310,,4.818377644168791,3.3546408236266743,South,Fam_02,Final,No Fault,ISO9001,High,22.82,14.36,True,False,False
311,1.0088895181600597,4.146600625104261,1.991523040775684,South,Fam_18,Assembly,No Fault,ISO9001,Low,18.27,7.63,True,False,False
312,3.5217242336980674,2.6866374721984307,2.002014922572755,North,Fam_02,Processing,No Fault,ISO9001,Low,16.48,10.78,True,False,False
313,5.68837750806819,1.9109314029772344,1.4241851152826657,North,Fam_21,Init,No Fault,ISO9001,Low,12.65,7.53,False,False,True
314,3.902470340750148,2.3587751635770813,2.2650778295485594,West,Fam_20,Assembly,No Fault,ISO9001,High,24.98,12.25,False,False,True
315,,3.894258328771552,1.7165149496382497,West,Fam_07,Processing,No Fault,ISO9001,Low,20.37,5.76,True,False,False
316,1.0485917011615602,4.587955706408677,2.0801364640131306,North,Fam_04,Init,No Fault,ISO9001,Low,16.89,6.66,False,False,True
317,3.562563742435507,3.970675914141245,1.84857452649878,South,Fam_04,Assembly,No Fault,ISO9001,Medium,19.7,7.31,True,False,False
318,9.083511130158504,2.899342402919824,2.14206590466342,South,Fam_04,Assembly,No Fault,ISO9001,High,25.3,11.29,False,False,True
319,1.8470975515273584,3.387831128700871,1.3183899597766202,East,Fam_10,Processing,No Fault,ISO9001,Low,23.56,3.83,True,False,False
320,5.920600368446852,5.332500717916059,,East,Fam_15,Assembly,No Fault,ISO9001,High,26.91,9.55,True,False,False
321,1.3056335868779336,4.816679705720159,2.181754024018926,East,Fam_23,Assembly,No Fault,ISO9001,Medium,20.91,8.26,False,True,False
322,4.982965948223279,3.1448795089389714,2.302107440844968,West,Fam_35,Processing,No Fault,ISO9001,Low,16.39,10.03,False,False,True
323,1.5146538919412618,2.498929943157977,0.8472072648842053,West,Fam_38,Processing,No Fault,ISO9001,Low,23.41,2.86,False,False,True
324,2.655308102825715,4.57906277491757,2.608365104263423,East,Fam_12,Processing,No Fault,ISO9001,High,21.36,9.83,True,False,False
325,3.6956709608561167,3.141838942860208,1.5337286278471784,East,Fam_11,Processing,No Fault,ISO9001,Medium,,,True,False,False
326,4.481334505260671,2.506355586679615,0.8690550747539312,North,Fam_13,Processing,No Fault,ISO9001,Medium,25.45,4.66,False,False,True
327,1.293122615868387,4.480419172542868,1.913097013684753,North,Fam_05,Processing,Low,ISO9001,Low,18.36,5.39,True,False,False
328,7.5963995060045235,,2.2919726584914764,North,Fam_02,Processing,Low,ISO9001,High,20.82,6.53,True,False,False
329,0.45832356958781,,3.4021148977038744,East,Fam_37,Processing,No Fault,ISO9001,Medium,25.76,13.75,True,False,False
330,4.5385580075681045,2.2096577614557806,2.051201276063765,North,Fam_34,Processing,Low,ISO9001,Medium,23.83,12.59,False,False,True
331,7.989079233770013,5.261947403425665,2.3109636380329235,South,Fam_03,Assembly,No Fault,ISO9001,High,22.84,5.67,False,False,True
332,4.458934269257201,2.7071708407563904,1.4320789980007969,South,Fam_04,Assembly,No Fault,ISO9001,Medium,27.52,8.27,True,False,False
333,3.857841149791765,,2.565361171800148,East,Fam_38,Processing,No Fault,ISO9001,Medium,25.78,11.31,True,False,False
334,2.458042238842314,,2.9973317001046067,South,Fam_35,Processing,No Fault,ISO9001,High,23.6,3.6,True,False,False
335,3.93658856624024,,0.8093808742360469,East,Fam_34,Processing,No Fault,ISO9001,Low,28.0,4.48,False,False,True
336,1.6145236970956605,4.2496314323566455,1.816095156167332,North,Fam_16,Processing,No Fault,ISO9001,Low,17.5,4.59,True,False,False
337,4.087660925002451,4.438602778910386,2.1723066663173287,West,Fam_18,Processing,No Fault,ISO9001,Medium,20.29,6.22,True,False,False
338,4.506325635772368,3.670234660790973,1.6902150502132267,East,Fam_18,Init,No Fault,ISO9001,High,23.17,4.99,True,False,False
339,3.8151872251529486,4.243241836900271,,South,Fam_04,Processing,No Fault,ISO9001,High,,,True,False,False
340,5.669488958222011,5.172430056247842,2.2665195472067885,North,Fam_24,Processing,No Fault,ISO9001,High,21.79,7.09,False,True,False
341,2.396002634029298,2.50665623720986,,South,Fam_03,Processing,No Fault,ISO9001,Medium,25.36,8.28,True,False,False
342,4.105026857734667,,3.7423448903460383,East,Fam_08,Processing,No Fault,ISO9001,High,21.11,14.54,True,False,False
343,7.478143825412253,,3.122787341353628,South,Fam_10,Assembly,Low,ISO9001,Low,17.24,3.93,True,False,False
344,3.7730753111497535,5.0372097346567255,3.6360609616010655,West,Fam_02,Processing,Low,ISO9001,High,,,True,False,False
345,1.1030303231979286,3.5073481713042014,0.993294715675886,South,Fam_40,Processing,No Fault,ISO9001,Medium,23.54,2.76,False,False,True
346,,6.948770345097144,3.229207803716154,South,Fam_08,Final,,ISO9001,High,26.11,8.05,False,True,False
347,3.927543386809144,3.361727715866804,2.693427222883917,East,Fam_02,Assembly,Low,ISO9001,,22.24,14.6,True,False,False
348,0.7431116168212399,5.569001796720563,2.2602065450014672,East,Fam_26,Processing,No Fault,ISO9001,Medium,28.34,5.25,True,False,False
349,4.727920328908912,2.9477018975899343,1.853378964040053,North,Fam_39,Processing,Low,ISO9001,Low,30.93,9.4,True,False,False
350,3.5093762743657115,3.66441472182626,,East,Fam_17,Processing,Low,ISO9001,Medium,23.69,9.99,True,False,False
351,4.516453455441948,4.888032408651721,2.064141131682378,West,Fam_39,Init,No Fault,ISO9001,Medium,19.41,5.1,True,False,False
352,2.0756628357574844,4.576489056919802,2.148755460644952,East,Fam_09,Init,No Fault,ISO9001,Low,19.38,7.4,False,False,True
353,5.918166732034704,3.221435230728705,1.4872603953997487,West,Fam_07,Processing,No Fault,ISO9001,High,23.43,5.94,False,False,True
354,3.31219370924616,2.969153438948359,1.345406521436826,North,Fam_32,Assembly,No Fault,ISO9001,Low,26.71,4.98,False,False,True
355,2.893331892872917,3.865473646020498,1.470771448788049,East,Fam_38,Processing,No Fault,ISO9001,Low,22.63,3.91,True,False,False
