,sensor_packet,runtime_hours,lubrication_index,machine_health_index,operation_mode,plant_section,product_family,production_stage,fault_severity,certification_level,output_quality
191,,4.228847904364007,3.808994974995341,3.277991245979038,auto,East,Fam_19,Processing,No Fault,ISO9001,High
192,T:23.69 V:4.70 H:48.1,2.5244241398099714,4.777520628722501,1.9021275071185015,manual,South,Fam_30,Init,No Fault,ISO9001,Medium
193,T:27.76 V:10.88 H:56.7,5.360710531918922,,1.7993143050499338,auto,South,Fam_10,Final,No Fault,ISO9001,Medium
194,T:20.77 V:3.62 H:46.1,3.198210552076199,3.911846380946602,1.316085164681375,semi_auto,North,Fam_09,Processing,Low,ISO9001,Low
195,T:25.49 V:8.71 H:54.7,4.296035189990526,2.4960566656332923,1.9331960653291849,semi_auto,North,Fam_05,Assembly,No Fault,ISO9001,Medium
196,,2.7449847813376267,10.623500155783944,3.9581772349551754,auto,North,Fam_11,Final,Low,ISO9001,High
197,T:19.95 V:4.53 H:42.4,4.080826960414218,4.241326610084445,1.823025255461009,auto,South,Fam_19,Processing,No Fault,ISO9001,
198,T:31.00 V:10.18 H:47.7,4.896667103575123,2.2204063478792424,1.7871060313295974,semi_auto,West,Fam_28,Init,No Fault,ISO9001,Low
199,T:23.99 V:13.87 H:53.2,3.806388485478398,5.444880314552357,3.5615473031295632,manual,East,Fam_26,Final,No Fault,ISO9001,
200,T:20.77 V:6.68 H:36.7,0.2014601828590106,4.149759156378004,2.165095996633248,auto,South,Fam_04,Processing,No Fault,ISO9001,Medium
201,T:32.21 V:8.98 H:29.6,8.222755434745249,6.356981656446799,3.2741036046572165,auto,South,Fam_13,Processing,No Fault,ISO9001,Low
202,T:22.65 V:15.96 H:69.0,,2.9846734370727366,3.186742892825293,auto,South,Fam_02,Processing,No Fault,ISO9001,
203,T:27.55 V:9.02 H:57.9,1.662810580560599,4.652217045417644,2.3864693300450277,auto,East,Fam_07,Assembly,No Fault,ISO9001,Low
204,T:14.95 V:7.10 H:46.5,4.35728985346352,3.187395150279582,1.5851394984937142,semi_auto,North,Fam_11,Processing,No Fault,ISO9001,Low
205,T:22.44 V:5.16 H:48.8,2.0233697437968123,3.647184948282869,1.4128243654544712,semi_auto,East,Fam_05,Processing,No Fault,ISO9001,Low
206,T:27.76 V:9.78 H:61.7,3.32527527999635,3.033811555441525,1.8507716327953083,semi_auto,South,Fam_02,Processing,No Fault,ISO9001,Low
207,T:28.30 V:5.64 H:48.0,4.44000700210346,,1.3701749794026186,semi_auto,East,Fam_01,Init,No Fault,ISO9001,Low
208,T:22.68 V:12.60 H:44.6,5.112246457710437,3.028067088807705,2.635328339519472,auto,South,Fam_09,Final,No Fault,ISO9001,High
209,T:28.65 V:6.72 H:53.6,2.137387948021048,,0.8947553392890544,auto,North,Fam_01,Init,No Fault,ISO9001,Low
210,T:21.68 V:11.13 H:56.3,4.3685048223823415,2.987347071007685,2.5817711914676806,auto,West,Fam_30,Processing,,ISO9001,Medium
211,,,3.991323548415453,,auto,East,Fam_03,Init,No Fault,ISO9001,High
212,T:26.70 V:8.13 H:60.0,7.121667258873726,5.873880334578519,2.9726192978717867,auto,South,Fam_10,Final,No Fault,ISO9001,High
213,T:17.02 V:4.19 H:55.1,2.3176151588331817,3.6133650005442255,1.4594169289043384,auto,West,Fam_39,Init,No Fault,ISO9001,Low
214,T:27.57 V:8.49 H:45.1,1.1150560215846894,4.624021137992422,2.524175614419619,semi_auto,West,Fam_36,Processing,No Fault,ISO9001,Medium
215,T:19.31 V:10.72 H:43.6,1.7890627364702008,3.1178326329730783,2.144120935531983,semi_auto,West,Fam_10,Processing,No Fault,ISO9001,Medium
216,T:19.20 V:7.63 H:64.8,5.017061311837613,5.313381045772256,,auto,East,Fam_10,Assembly,No Fault,ISO9001,Medium
217,T:23.69 V:6.85 H:30.6,5.024182317164179,4.611638798360534,2.0825119400609102,semi_auto,West,Fam_02,Assembly,No Fault,ISO9001,High
218,T:22.12 V:9.36 H:48.9,5.204627221705294,,1.6024664514529303,semi_auto,North,Fam_04,Final,No Fault,ISO9001,High
219,T:28.03 V:9.94 H:73.7,5.63506813051384,,2.1015570204731,manual,West,Fam_11,Processing,No Fault,ISO9001,Medium
220,T:15.31 V:8.15 H:51.6,3.462867481812557,2.771185081880156,1.5318260306759004,semi_auto,North,Fam_02,Processing,No Fault,ISO9001,Low
221,T:15.99 V:6.51 H:50.4,11.583666895345472,2.780977887473833,1.3257222757342957,auto,East,Fam_34,Final,No Fault,ISO9001,Low
222,T:21.12 V:12.42 H:37.6,0.6411475320427598,3.7024441868082936,2.762093156508165,semi_auto,East,Fam_36,Assembly,Low,ISO9001,High
223,T:24.14 V:11.70 H:60.8,1.0353718097294415,,2.4479863094186025,auto,South,Fam_02,Final,No Fault,ISO9001,Medium
224,T:18.79 V:8.94 H:58.6,2.0928050504506523,,1.6072256240026248,semi_auto,North,Fam_03,Assembly,No Fault,ISO9001,Low
225,T:19.18 V:13.04 H:46.2,6.261718480897736,,2.1351251327928287,auto,West,Fam_13,Processing,No Fault,ISO9001,Medium
226,T:23.42 V:13.87 H:47.7,0.8255483832869203,3.913451913300394,2.6149093107374046,auto,South,Fam_13,Processing,No Fault,ISO9001,Medium
227,T:23.46 V:9.73 H:54.3,4.147684561669155,4.01329277478139,2.4742563415600105,auto,South,Fam_39,Final,No Fault,ISO9001,High
228,T:18.69 V:8.36 H:48.7,1.8462196772331196,3.0088321783773884,1.7458765255719726,auto,West,Fam_01,Final,No Fault,ISO9001,Low
229,T:28.63 V:9.21 H:48.1,4.424707227211892,5.406592553766064,2.8567935414160246,auto,East,Fam_27,Final,No Fault,ISO9001,High
230,T:21.75 V:9.73 H:43.2,2.113023960334059,4.084636408199169,,semi_auto,South,Fam_04,Assembly,Medium,ISO9001,Medium
231,T:23.69 V:1.38 H:58.4,5.606376489862025,2.555877802048989,0.5094979270000672,semi_auto,East,Fam_02,Assembly,No Fault,ISO9001,Low
232,T:24.49 V:14.51 H:57.5,2.405494568116795,3.726590661327416,3.193700412250324,semi_auto,East,Fam_01,Processing,Low,ISO9001,High
233,T:20.05 V:3.17 H:67.1,6.903847163656248,4.5338714403499,,manual,East,Fam_13,Processing,No Fault,ISO9001,Medium
234,T:23.45 V:6.79 H:66.8,4.696484478662914,3.3224382210379724,1.7349340297279148,semi_auto,East,Fam_03,Processing,No Fault,ISO9001,Medium
235,T:24.92 V:5.24 H:43.3,4.710272725372491,4.423419111416744,2.138500370058499,auto,West,Fam_37,Assembly,No Fault,ISO9001,Medium
236,T:28.48 V:9.03 H:51.4,,4.380357853181924,2.395606837987565,auto,East,Fam_20,Processing,No Fault,ISO9001,Medium
237,T:21.57 V:8.72 H:64.0,4.873641555100499,4.372973478109579,2.64664816465392,auto,North,Fam_04,Init,No Fault,ISO9001,High
238,T:21.60 V:5.75 H:57.4,7.379746313859918,9.426049997955491,4.027484799194311,manual,East,Fam_04,Init,No Fault,ISO9001,High
239,T:19.17 V:6.68 H:43.0,2.362686942511705,,1.5017528933147988,auto,North,Fam_01,Processing,No Fault,ISO9001,Low
240,T:29.32 V:4.59 H:52.4,2.6538131273189256,2.013938768364049,,semi_auto,West,Fam_06,Assembly,,ISO9001,Low
241,T:25.47 V:9.36 H:57.6,3.225988449900931,5.303910803545904,2.518126821137209,semi_auto,East,Fam_27,Assembly,Low,ISO9001,High
242,T:17.73 V:5.60 H:52.5,8.771813139515611,1.0499354069229914,0.7560619317170145,semi_auto,West,Fam_01,Init,No Fault,ISO9001,Low
243,T:25.76 V:10.05 H:65.5,1.1626037293616702,3.3672138118091057,2.066260416958299,auto,West,Fam_25,Init,No Fault,ISO9001,Medium
244,T:31.25 V:10.84 H:52.5,4.535486653783856,2.4639738085545506,1.8148066173202984,semi_auto,East,Fam_15,Processing,No Fault,ISO9001,Low
245,T:20.23 V:7.50 H:41.6,4.635260746035962,3.764930654998325,2.139280775006132,auto,South,Fam_27,Processing,No Fault,ISO9001,High
246,T:31.34 V:10.59 H:41.3,3.179471793343725,2.317169055694717,1.9596994451156704,auto,East,Fam_29,Processing,No Fault,ISO9001,Low
247,T:22.72 V:4.49 H:63.6,2.9674205904805326,5.701898545665758,2.315685758358952,manual,North,Fam_20,Assembly,No Fault,ISO9001,Medium
248,T:19.50 V:10.72 H:60.4,1.3930443745145022,2.139171531908288,1.5860598362870124,auto,East,Fam_28,Processing,No Fault,ISO9001,Low
249,,5.350610707338936,3.3876978610728345,,semi_auto,West,Fam_19,Final,No Fault,ISO9001,High
250,T:28.11 V:6.49 H:62.6,1.252426264360039,3.88958372707567,1.725128306319928,semi_auto,West,Fam_09,Assembly,No Fault,ISO9001,Low
251,T:28.79 V:8.55 H:50.1,0.8357498575216744,,2.236584695479942,auto,North,Fam_08,Init,,ISO9001,Low
252,T:22.04 V:8.21 H:33.9,4.520781104549723,3.643453390043371,2.091939704583296,semi_auto,West,Fam_17,Processing,No Fault,ISO9001,High
253,T:25.63 V:13.94 H:49.3,1.7506209123361964,5.393422112482509,3.667773010692577,auto,North,Fam_08,Assembly,No Fault,ISO9001,High
254,T:20.89 V:9.78 H:59.5,4.647516404183994,3.733134078346533,,auto,North,Fam_01,Processing,No Fault,ISO9001,High
255,T:24.42 V:4.10 H:64.2,1.7262667984837818,3.614018199099677,1.3162727500124531,semi_auto,North,Fam_01,Assembly,No Fault,ISO9001,Medium
256,T:14.71 V:8.42 H:46.8,2.200117662223782,4.780679738620631,,manual,North,Fam_36,Assembly,,ISO9001,Low
257,T:26.48 V:3.04 H:48.9,1.5541514562211869,2.7706642274421656,0.9217382634418344,auto,East,Fam_10,Processing,No Fault,ISO9001,Low
258,T:21.67 V:7.68 H:43.0,1.486157961330653,2.675106616102451,1.612164192426836,auto,North,Fam_33,Processing,No Fault,ISO9001,Low
259,T:24.35 V:5.13 H:62.3,1.821598957329457,6.940682459833692,2.9086057786367863,manual,North,Fam_34,Assembly,No Fault,ISO9001,Medium
260,T:28.89 V:10.06 H:35.9,2.650104213316047,3.8929604944814655,2.5963510907968077,auto,South,Fam_22,Final,No Fault,ISO9001,Low
261,T:28.74 V:6.59 H:44.3,1.5493344469906591,3.3058336355718194,1.5318607316999808,auto,East,Fam_32,Processing,No Fault,ISO9001,Low
262,T:21.98 V:3.18 H:41.5,1.96859213535659,1.8664681059139487,0.6157402797213056,semi_auto,East,Fam_20,Processing,No Fault,ISO9001,
263,T:22.62 V:6.22 H:60.7,2.73675988856414,4.97162821879294,2.016658555593998,auto,West,Fam_30,Final,No Fault,ISO9001,Medium
264,T:20.99 V:5.47 H:54.1,6.186145294478811,5.566286721093068,2.491921970643353,manual,North,Fam_27,Processing,No Fault,ISO9001,Medium
265,T:20.57 V:4.78 H:57.8,2.957011296620723,5.836718451005637,2.516089615051511,auto,East,Fam_36,Final,No Fault,ISO9001,High
266,T:21.64 V:5.48 H:53.6,3.487020321525989,4.808416673206379,2.0200037099162564,semi_auto,East,Fam_01,Processing,No Fault,ISO9001,Medium
267,T:18.97 V:5.18 H:56.2,2.33444956374792,5.263775714564317,2.1621819671692526,semi_auto,East,Fam_11,Init,,ISO9001,Low
268,,0.4520003944390431,3.3929299026301787,2.2971851914520864,auto,North,Fam_26,Init,Low,ISO9001,Low
269,T:25.02 V:7.12 H:50.4,4.178275733418642,3.268175277496038,1.9783596646820367,semi_auto,West,Fam_19,Processing,No Fault,ISO9001,High
270,T:21.79 V:10.30 H:49.9,2.204200254509861,5.137061611963167,3.0592459648780186,auto,South,Fam_01,Final,No Fault,ISO9001,High
271,T:28.62 V:10.86 H:23.6,1.8319839121334107,2.69000242840023,1.849119370603084,semi_auto,North,Fam_03,Processing,No Fault,ISO9001,Low
272,T:28.59 V:14.75 H:48.8,6.271351066971723,7.893146748573704,4.678801015332212,manual,North,Fam_32,Assembly,No Fault,ISO9001,High
273,T:27.13 V:7.43 H:51.6,1.938334540328838,3.829179281154258,,auto,East,Fam_04,Assembly,Medium,ISO9001,Low
274,T:23.83 V:4.72 H:60.7,,3.2791799660679795,1.417095493533459,auto,West,Fam_39,Processing,No Fault,ISO9001,Low
275,T:24.76 V:9.39 H:60.7,6.995448213051492,3.349715148755076,2.234725978785101,semi_auto,East,Fam_23,Processing,No Fault,ISO9001,High
276,T:21.24 V:5.87 H:45.7,3.321268947570081,3.546929969385454,1.6698107451260262,auto,East,Fam_26,Final,No Fault,ISO9001,Medium
277,T:21.45 V:6.98 H:54.4,2.0068744233767206,1.7090500887465483,1.2024279382226857,semi_auto,East,Fam_16,Processing,No Fault,ISO9001,Low
278,T:18.78 V:5.66 H:66.3,3.217994612815545,3.8791786710037,1.776197578557246,semi_auto,North,Fam_01,Assembly,No Fault,ISO9001,Low
279,T:26.42 V:3.60 H:58.2,0.95010940366271,3.0561321635606373,1.0435541716557466,auto,East,Fam_18,Processing,No Fault,ISO9001,Low
280,,2.433314878081967,2.320360696050729,1.4514297257818427,semi_auto,South,Fam_09,Assembly,No Fault,ISO9001,Low
281,T:21.75 V:6.06 H:43.1,4.01604012460622,3.648506672860145,1.476825988274205,semi_auto,East,Fam_08,Assembly,No Fault,ISO9001,Medium
282,T:22.32 V:8.20 H:49.4,4.032438967190444,3.4113393124616915,1.818323118327148,semi_auto,South,Fam_07,Processing,No Fault,ISO9001,Medium
283,T:17.20 V:1.72 H:39.3,2.2289519501916564,1.4414934365402343,0.1602873768523774,semi_auto,East,Fam_21,Assembly,No Fault,ISO9001,Low
284,T:21.11 V:7.56 H:57.5,2.723116941424543,5.6515360785298885,2.701025358816598,semi_auto,South,Fam_04,Assembly,No Fault,ISO9001,High
285,T:21.17 V:12.77 H:55.7,3.2219586027060387,2.80826301944461,2.19957952443284,auto,South,Fam_16,Final,No Fault,ISO9001,High
286,T:26.59 V:9.62 H:59.5,2.042561784927845,4.333194298772981,2.465804592068021,auto,South,Fam_31,Processing,No Fault,ISO9001,Medium
287,T:23.54 V:5.91 H:50.8,6.751892276504373,4.198314713440283,2.0364592497308465,auto,East,Fam_11,Processing,No Fault,ISO9001,High
288,T:28.30 V:11.13 H:57.0,1.0438760294054836,4.16895912547013,2.762886794981765,auto,North,Fam_13,Processing,No Fault,ISO9001,Medium
289,,1.4457960784263102,3.365922637149872,2.8962269207430125,auto,North,Fam_15,Processing,No Fault,ISO9001,Low
290,T:19.10 V:5.91 H:43.4,4.772623745308221,3.6924410607016966,1.5976714275267927,semi_auto,West,Fam_01,Init,No Fault,ISO9001,Low
291,T:18.47 V:10.46 H:43.2,3.7589509241054335,,2.3043848880456363,auto,East,Fam_05,Processing,Low,ISO9001,Low
292,T:27.09 V:6.47 H:48.8,4.583781364463957,1.5191381554952024,0.8705323606887749,semi_auto,West,Fam_03,Final,No Fault,ISO9001,Low
293,T:22.01 V:7.76 H:52.3,3.0734727859737845,3.4907068370885086,1.787127382313524,manual,South,Fam_03,Processing,No Fault,ISO9001,Medium
294,T:25.81 V:11.53 H:64.6,,2.907712545301272,2.2351131749955693,semi_auto,West,Fam_29,Processing,No Fault,ISO9001,High
295,T:28.92 V:8.70 H:54.6,2.753523128946197,3.0851912210244943,1.6964662287194745,semi_auto,South,Fam_34,Init,No Fault,ISO9001,Low
296,T:24.06 V:6.30 H:47.4,3.526987565821379,2.0551286841286167,0.7437172891831723,semi_auto,South,Fam_01,Processing,No Fault,ISO9001,Medium
297,T:23.70 V:13.58 H:45.6,4.080760691323317,2.7507256488669154,2.498197024650094,semi_auto,East,Fam_02,Assembly,Low,ISO9001,High
298,T:31.05 V:8.15 H:46.4,6.348993330693887,4.826189379322026,2.5363812493406384,auto,East,Fam_08,Processing,,ISO9001,Low
299,T:20.22 V:11.74 H:32.8,3.679421974082788,,2.1226129987092195,auto,North,Fam_13,Init,No Fault,ISO9001,Medium
300,T:20.25 V:12.00 H:54.0,3.88668825236344,6.065784572014222,3.803363027480165,manual,East,Fam_03,Final,No Fault,ISO9001,High
301,T:16.69 V:10.34 H:51.2,4.539189478738739,5.444639052816901,,auto,East,Fam_27,Init,No Fault,ISO9001,Medium
302,T:29.73 V:8.03 H:38.9,2.888646762600871,6.340153162127003,3.01706099264639,auto,South,Fam_06,Processing,No Fault,ISO9001,High
303,T:20.05 V:9.15 H:68.0,1.1051873593204629,3.744860027850738,2.274662075298453,semi_auto,East,Fam_02,Processing,Low,ISO9001,Low
304,T:31.07 V:5.94 H:50.3,2.8789311678106717,3.843137639242872,1.7713764349276115,auto,West,Fam_09,Final,No Fault,ISO9001,Low
305,T:23.36 V:9.52 H:48.7,5.623370771111273,9.80535807729336,4.58803226366578,manual,East,Fam_01,Processing,No Fault,ISO9001,High
306,T:21.29 V:8.77 H:39.3,1.38464213132064,2.968557510987837,1.816721939782495,auto,South,Fam_39,Final,Low,ISO9001,Low
307,T:20.06 V:8.79 H:74.6,3.080536027013145,6.83584155964835,3.2794639785524686,manual,East,Fam_01,Init,No Fault,ISO9001,High
308,T:17.60 V:9.55 H:48.2,2.412095749781077,3.185360689858099,2.0666473422183538,semi_auto,South,Fam_19,Init,No Fault,ISO9001,
309,T:19.09 V:6.43 H:58.1,5.646054139527527,4.453174634161069,2.1526649854377835,semi_auto,South,Fam_26,Processing,No Fault,ISO9001,
310,T:22.82 V:14.36 H:61.7,,4.818377644168791,3.3546408236266743,auto,South,Fam_02,Final,No Fault,ISO9001,High
311,T:18.27 V:7.63 H:55.7,1.0088895181600597,4.146600625104261,1.991523040775684,auto,South,Fam_18,Assembly,No Fault,ISO9001,Low
312,T:16.48 V:10.78 H:32.2,3.5217242336980674,2.6866374721984307,2.002014922572755,auto,North,Fam_02,Processing,No Fault,ISO9001,Low
313,T:12.65 V:7.53 H:74.1,5.68837750806819,1.9109314029772344,1.4241851152826657,semi_auto,North,Fam_21,Init,No Fault,ISO9001,Low
314,T:24.98 V:12.25 H:46.3,3.902470340750148,2.3587751635770813,2.2650778295485594,semi_auto,West,Fam_20,Assembly,No Fault,ISO9001,High
315,T:20.37 V:5.76 H:36.0,,3.894258328771552,1.7165149496382497,auto,West,Fam_07,Processing,No Fault,ISO9001,Low
316,T:16.89 V:6.66 H:44.0,1.0485917011615602,4.587955706408677,2.0801364640131306,semi_auto,North,Fam_04,Init,No Fault,ISO9001,Low
317,T:19.70 V:7.31 H:69.9,3.562563742435507,3.970675914141245,1.84857452649878,auto,South,Fam_04,Assembly,No Fault,ISO9001,Medium
318,T:25.30 V:11.29 H:50.3,9.083511130158504,2.899342402919824,2.14206590466342,semi_auto,South,Fam_04,Assembly,No Fault,ISO9001,High
319,T:23.56 V:3.83 H:44.7,1.8470975515273584,3.387831128700871,1.3183899597766202,auto,East,Fam_10,Processing,No Fault,ISO9001,Low
320,T:26.91 V:9.55 H:54.2,5.920600368446852,5.332500717916059,,auto,East,Fam_15,Assembly,No Fault,ISO9001,High
321,T:20.91 V:8.26 H:32.7,1.3056335868779336,4.816679705720159,2.181754024018926,manual,East,Fam_23,Assembly,No Fault,ISO9001,Medium
322,T:16.39 V:10.03 H:42.7,4.982965948223279,3.1448795089389714,2.302107440844968,semi_auto,West,Fam_35,Processing,No Fault,ISO9001,Low
323,T:23.41 V:2.86 H:33.4,1.5146538919412618,2.498929943157977,0.8472072648842053,semi_auto,West,Fam_38,Processing,No Fault,ISO9001,Low
324,T:21.36 V:9.83 H:57.3,2.655308102825715,4.57906277491757,2.608365104263423,auto,East,Fam_12,Processing,No Fault,ISO9001,High
325,,3.6956709608561167,3.141838942860208,1.5337286278471784,auto,East,Fam_11,Processing,No Fault,ISO9001,Medium
326,T:25.45 V:4.66 H:42.2,4.481334505260671,2.506355586679615,0.8690550747539312,semi_auto,North,Fam_13,Processing,No Fault,ISO9001,Medium
327,T:18.36 V:5.39 H:43.0,1.293122615868387,4.480419172542868,1.913097013684753,auto,North,Fam_05,Processing,Low,ISO9001,Low
328,T:20.82 V:6.53 H:34.1,7.5963995060045235,,2.2919726584914764,auto,North,Fam_02,Processing,Low,ISO9001,High
329,T:25.76 V:13.75 H:46.3,0.45832356958781,,3.4021148977038744,auto,East,Fam_37,Processing,No Fault,ISO9001,Medium
330,T:23.83 V:12.59 H:49.3,4.5385580075681045,2.2096577614557806,2.051201276063765,semi_auto,North,Fam_34,Processing,Low,ISO9001,Medium
331,T:22.84 V:5.67 H:64.3,7.989079233770013,5.261947403425665,2.3109636380329235,semi_auto,South,Fam_03,Assembly,No Fault,ISO9001,High
332,T:27.52 V:8.27 H:35.4,4.458934269257201,2.7071708407563904,1.4320789980007969,auto,South,Fam_04,Assembly,No Fault,ISO9001,Medium
333,T:25.78 V:11.31 H:57.9,3.857841149791765,,2.565361171800148,auto,East,Fam_38,Processing,No Fault,ISO9001,Medium
334,T:23.60 V:3.60 H:54.9,2.458042238842314,,2.9973317001046067,auto,South,Fam_35,Processing,No Fault,ISO9001,High
335,T:28.00 V:4.48 H:54.4,3.93658856624024,,0.8093808742360469,semi_auto,East,Fam_34,Processing,No Fault,ISO9001,Low
336,T:17.50 V:4.59 H:43.6,1.6145236970956605,4.2496314323566455,1.816095156167332,auto,North,Fam_16,Processing,No Fault,ISO9001,Low
337,T:20.29 V:6.22 H:62.6,4.087660925002451,4.438602778910386,2.1723066663173287,auto,West,Fam_18,Processing,No Fault,ISO9001,Medium
338,T:23.17 V:4.99 H:49.0,4.506325635772368,3.670234660790973,1.6902150502132267,auto,East,Fam_18,Init,No Fault,ISO9001,High
339,,3.8151872251529486,4.243241836900271,,auto,South,Fam_04,Processing,No Fault,ISO9001,High
340,T:21.79 V:7.09 H:61.6,5.669488958222011,5.172430056247842,2.2665195472067885,manual,North,Fam_24,Processing,No Fault,ISO9001,High
341,T:25.36 V:8.28 H:56.3,2.396002634029298,2.50665623720986,,auto,South,Fam_03,Processing,No Fault,ISO9001,Medium
342,T:21.11 V:14.54 H:48.9,4.105026857734667,,3.7423448903460383,auto,East,Fam_08,Processing,No Fault,ISO9001,High
343,T:17.24 V:3.93 H:54.5,7.478143825412253,,3.122787341353628,auto,South,Fam_10,Assembly,Low,ISO9001,Low
344,,3.7730753111497535,5.0372097346567255,3.6360609616010655,auto,West,Fam_02,Processing,Low,ISO9001,High
345,T:23.54 V:2.76 H:61.2,1.1030303231979286,3.5073481713042014,0.993294715675886,semi_auto,South,Fam_40,Processing,No Fault,ISO9001,Medium
346,T:26.11 V:8.05 H:40.7,,6.948770345097144,3.229207803716154,manual,South,Fam_08,Final,,ISO9001,High
347,T:22.24 V:14.60 H:47.9,3.927543386809144,3.361727715866804,2.693427222883917,auto,East,Fam_02,Assembly,Low,ISO9001,
348,T:28.34 V:5.25 H:56.9,0.7431116168212399,5.569001796720563,2.2602065450014672,auto,East,Fam_26,Processing,No Fault,ISO9001,Medium
349,T:30.93 V:9.40 H:47.9,4.727920328908912,2.9477018975899343,1.853378964040053,auto,North,Fam_39,Processing,Low,ISO9001,Low
350,T:23.69 V:9.99 H:52.5,3.5093762743657115,3.66441472182626,,auto,East,Fam_17,Processing,Low,ISO9001,Medium
351,T:19.41 V:5.10 H:34.8,4.516453455441948,4.888032408651721,2.064141131682378,auto,West,Fam_39,Init,No Fault,ISO9001,Medium
352,T:19.38 V:7.40 H:51.6,2.0756628357574844,4.576489056919802,2.148755460644952,semi_auto,East,Fam_09,Init,No Fault,ISO9001,Low
353,T:23.43 V:5.94 H:50.0,5.918166732034704,3.221435230728705,1.4872603953997487,semi_auto,West,Fam_07,Processing,No Fault,ISO9001,High
354,T:26.71 V:4.98 H:49.7,3.31219370924616,2.969153438948359,1.345406521436826,semi_auto,North,Fam_32,Assembly,No Fault,ISO9001,Low
