device_info,sensor_packet,sunlight_hours,soil_moisture_index,soil_health_index,irrigation_type,region,crop_variety,growth_stage,disease_severity,certification_level,yield_category
NODE-7965,T=28.73|N=12.13|H=56.4,2.6858168294257467,5.401397171710101,4.1044242900444425,drip,South,Var_37,Maturity,Low,ISO9001,High
NODE-6293,,3.5236103313952647,,2.091298286748007,drip,North,Var_25,Vegetative,Low,ISO9001,Low
NODE-3517,T=24.98|N=7.80|H=50.1,4.081390465037954,2.593383512571554,2.1508942519423346,sprinkler,East,Var_02,Vegetative,No Disease,ISO9001,Medium
NODE-2631,T=21.20|N=3.16|H=47.6,2.8226836678485876,3.4852188563311226,1.5071376303308581,drip,North,Var_29,Seedling,No Disease,ISO9001,Low
SENSOR-3226,T=23.73|N=15.09|H=62.3,3.3797783503833756,3.666504750198294,3.6436821366828487,drip,West,Var_02,Vegetative,Low,ISO9001,High
DEV-2294,T=23.19|N=10.77|H=58.0,4.676737154580119,4.133223509231891,3.449108367949573,sprinkler,East,Var_03,Seedling,No Disease,ISO9001,High
SENSOR-1557,T=23.86|N=6.98|H=52.3,7.22571785764469,3.3028326020749716,1.6387103125939881,drip,West,Var_29,Maturity,No Disease,ISO9001,Medium
DEV-6596,T=22.57|N=8.73|H=42.1,7.1808958203649595,2.367416042756995,2.0525917612575673,sprinkler,South,Var_06,Vegetative,No Disease,ISO9001,High
SENSOR-7098,T=19.62|N=9.86|H=61.2,2.5816012159276993,3.243978623218391,2.4288341468345567,drip,South,Var_40,Vegetative,No Disease,ISO9001,Medium
NODE-4430,,5.93410155339774,3.2499030222342276,,drip,South,Var_19,Seedling,,ISO9001,Medium
NODE-4285,T=26.46|N=10.20|H=57.6,1.4088849774330716,3.773318607547855,3.003494437104002,flood,North,Var_12,Maturity,Low,ISO9001,Medium
DEV-1761,T=17.87|N=7.17|H=51.4,3.00517753116614,5.649370858904526,3.6439127296490987,sprinkler,North,Var_20,Flowering,No Disease,ISO9001,Medium
NODE-4865,T=19.66|N=5.84|H=36.5,,4.7404141587542545,2.525688176426819,drip,East,Var_11,Maturity,No Disease,ISO9001,Medium
DEV-5436,T=22.83|N=5.95|H=47.6,3.3731829616937943,4.64117107521726,2.286384989901962,drip,West,Var_03,Maturity,No Disease,ISO9001,High
NODE-9910,T=26.81|N=11.96|H=56.6,3.2312450575442897,6.374305432560602,,flood,West,Var_09,Vegetative,Low,ISO9001,High
DEV-1099,T=23.25|N=10.88|H=57.2,4.263496545617693,4.301721480006372,3.0397689331848006,flood,East,Var_04,Vegetative,,ISO9001,High
NODE-3837,T=23.54|N=5.87|H=41.0,2.0947655979083297,,1.4354250642558855,sprinkler,South,Var_29,Vegetative,No Disease,ISO9001,Low
NODE-9285,T=22.51|N=6.31|H=44.2,4.2549489807564544,6.938932130882688,3.77592261886238,flood,East,Var_19,Vegetative,No Disease,ISO9001,High
DEV-8412,T=18.52|N=7.45|H=60.6,1.0941615484933922,3.689072224377552,2.3042440252784018,sprinkler,North,Var_26,Flowering,No Disease,ISO9001,Low
DEV-6081,T=27.83|N=7.16|H=52.9,2.1771331539734957,5.548149883499993,3.3959586550204173,drip,East,Var_32,Seedling,No Disease,ISO9001,Medium
NODE-5972,T=22.04|N=12.23|H=53.7,2.6284506989543264,3.05487161801553,2.5798768441393256,drip,West,Var_11,Maturity,Low,ISO9001,Low
SENSOR-5427,T=18.35|N=11.04|H=53.8,4.642136528612397,10.954051569070003,6.787461654933104,flood,South,Var_27,Vegetative,No Disease,ISO9001,High
SENSOR-2125,T=22.05|N=6.23|H=23.7,2.075875885588826,4.2950429561230905,2.4423914270620353,drip,North,Var_40,Flowering,,ISO9001,Medium
SENSOR-4721,T=24.00|N=3.09|H=58.8,4.451121600485512,3.3897603130594964,1.4396753993693685,drip,East,Var_07,Maturity,No Disease,ISO9001,Low
DEV-3222,T=24.57|N=10.45|H=51.5,1.6688680121469046,2.9650680695029643,2.8442812327994256,sprinkler,South,Var_01,Flowering,No Disease,ISO9001,Medium
NODE-1212,T=24.77|N=8.27|H=48.1,2.748064098686089,4.501547554837589,3.054047821294868,sprinkler,East,Var_37,Vegetative,No Disease,ISO9001,Medium
DEV-1931,T=29.22|N=10.20|H=50.2,4.249432114973329,2.6078171259644223,2.6627454396720602,sprinkler,South,Var_22,Maturity,,ISO9001,Medium
NODE-2203,T=24.15|N=13.32|H=40.6,3.1247579859226127,4.515523493243883,3.8686436600406413,sprinkler,West,Var_04,Vegetative,,ISO9001,High
NODE-3157,T=23.02|N=9.13|H=49.7,3.257710395881252,2.7205616046874646,2.116628475079592,drip,South,Var_09,Vegetative,No Disease,ISO9001,High
SENSOR-9001,T=26.26|N=10.46|H=50.9,5.94627035154984,4.460036435073502,3.4094876943820407,sprinkler,North,Var_24,Maturity,No Disease,ISO9001,High
NODE-8876,T=23.41|N=10.66|H=58.7,4.862358181906329,2.4621561959819522,2.4845506689277146,sprinkler,North,Var_15,Flowering,No Disease,ISO9001,High
SENSOR-6952,T=20.27|N=8.92|H=52.9,7.575191479518423,5.771461997516801,3.8163361959272564,flood,North,Var_07,Flowering,No Disease,ISO9001,High
SENSOR-8280,T=25.83|N=8.90|H=48.3,5.732014288131608,3.4194647076035265,2.4706023088874036,sprinkler,South,Var_25,Vegetative,No Disease,ISO9001,High
DEV-5462,T=19.65|N=8.36|H=43.5,1.9308598903530414,2.8741423440245155,1.8890698406594582,sprinkler,East,Var_11,Seedling,No Disease,ISO9001,Low
DEV-6188,T=20.61|N=12.45|H=51.1,,3.1749416275646025,3.1073902754329445,sprinkler,East,Var_15,Seedling,No Disease,ISO9001,Medium
SENSOR-1604,T=28.05|N=5.35|H=57.6,1.5912725175132771,5.888905622747996,2.744164049482047,sprinkler,South,Var_31,Flowering,Medium,ISO9001,Low
NODE-3410,T=25.06|N=5.49|H=35.6,3.942906982348501,3.50333142391731,1.9191203711879854,drip,North,Var_29,Vegetative,No Disease,ISO9001,Medium
DEV-3963,T=23.53|N=4.66|H=53.8,3.819901618641059,3.7576332891469946,1.8366705786816553,drip,North,Var_38,Vegetative,,ISO9001,Medium
NODE-6891,T=24.87|N=10.91|H=50.3,5.114242208577075,7.098542756812031,4.917687848919436,flood,East,Var_24,Vegetative,Low,ISO9001,High
NODE-4307,T=21.79|N=9.86|H=61.4,2.5951180863760577,1.5721833589855212,1.5490159244251958,sprinkler,West,Var_19,Maturity,No Disease,ISO9001,Low
NODE-6817,T=32.03|N=6.79|H=49.7,1.8530926541958181,3.665112279652277,1.8971220897237444,flood,South,Var_06,Vegetative,No Disease,ISO9001,Low
DEV-8818,T=19.95|N=3.27|H=43.8,3.426750205034501,3.075862197596687,1.2614083040010597,sprinkler,West,Var_06,Seedling,No Disease,ISO9001,Low
NODE-6422,T=23.16|N=4.69|H=49.0,3.675083239602957,2.4393349782803377,,sprinkler,South,Var_04,Seedling,No Disease,ISO9001,Low
NODE-6984,T=19.92|N=12.14|H=44.8,1.9344410394342741,4.469880168374788,,drip,East,Var_29,Maturity,No Disease,ISO9001,High
SENSOR-1080,T=22.38|N=12.23|H=44.4,,4.703908755641135,3.905136094438444,drip,North,Var_01,Vegetative,No Disease,ISO9001,High
NODE-3057,,2.21088659892494,4.5143665236788335,3.321550079544044,drip,South,Var_15,Vegetative,No Disease,ISO9001,Medium
SENSOR-3665,T=25.98|N=6.24|H=50.4,3.599022309394055,4.7721425276409635,2.81178173553955,drip,South,Var_32,Vegetative,No Disease,ISO9001,High
NODE-2913,T=30.41|N=9.05|H=62.3,4.542516126636615,4.626310130707158,3.1190545092191932,sprinkler,South,Var_33,Vegetative,No Disease,ISO9001,Low
NODE-5050,T=17.45|N=5.34|H=47.6,3.663547741791622,,2.93702625356733,sprinkler,North,Var_16,Maturity,No Disease,ISO9001,Medium
NODE-5888,T=26.72|N=6.42|H=59.6,2.908988660106469,5.306076233466608,3.0408879906683524,drip,East,Var_05,Maturity,Low,ISO9001,Medium
NODE-7583,T=21.00|N=8.33|H=34.7,2.5666926565731227,5.152084465245624,3.194108786194203,drip,North,Var_37,Flowering,No Disease,ISO9001,High
NODE-3992,T=25.07|N=10.65|H=43.4,6.473174791857597,4.026405649340296,3.1789041065819603,drip,West,Var_02,Flowering,Medium,ISO9001,Medium
SENSOR-6055,T=24.11|N=5.20|H=46.2,4.225281382082059,3.646796016283835,2.0164722236840977,drip,West,Var_17,Maturity,No Disease,ISO9001,Low
DEV-6749,,3.602377979609474,4.374118945386255,,sprinkler,East,Var_40,Maturity,No Disease,ISO9001,High
DEV-4222,T=24.18|N=10.12|H=35.1,,4.516776210088196,,sprinkler,South,Var_38,Vegetative,No Disease,ISO9001,High
NODE-6669,T=27.67|N=11.37|H=48.9,3.735300315251093,4.2396824860840505,3.1380892851964797,drip,South,Var_10,Vegetative,No Disease,ISO9001,Medium
DEV-8263,T=25.33|N=11.29|H=74.3,3.5005906474774724,4.921625957403549,3.865687922012887,drip,East,Var_27,Vegetative,No Disease,ISO9001,High
SENSOR-3674,,5.264450721529861,9.522719000400695,6.280189316965526,flood,South,Var_12,Flowering,No Disease,ISO9001,Medium
NODE-5142,,4.14996725928648,,2.8848816417295837,sprinkler,West,Var_02,Vegetative,No Disease,ISO9001,Medium
NODE-7116,,3.216135865309397,4.576455028546752,2.944818254221388,drip,West,Var_26,Vegetative,No Disease,ISO9001,Low
SENSOR-5638,T=27.62|N=6.03|H=51.8,2.7704744293856645,3.143954551344915,1.4443681038219338,drip,West,Var_10,Flowering,,ISO9001,Low
SENSOR-2627,T=30.07|N=11.80|H=61.0,9.206704419338747,2.7852020441964567,2.7835010421020807,drip,West,Var_18,Vegetative,No Disease,ISO9001,Medium
DEV-7041,T=17.09|N=6.76|H=58.0,2.918944029829227,3.9118334809561484,2.2211793718023873,drip,East,Var_27,Maturity,,ISO9001,Low
NODE-3862,T=25.03|N=7.49|H=43.9,3.7737864363047766,4.885475351664879,3.196317055158527,sprinkler,North,Var_40,Vegetative,Low,ISO9001,High
DEV-3335,T=21.07|N=3.19|H=44.8,3.903402330825028,3.583889068795358,1.7339113206349004,drip,North,Var_03,Flowering,No Disease,ISO9001,Medium
SENSOR-7509,T=22.06|N=14.39|H=40.3,2.648533243331156,3.3117383421195368,3.5434151083940453,drip,South,Var_18,Maturity,No Disease,ISO9001,High
NODE-6012,T=19.38|N=5.82|H=22.6,0.35193695869054487,,2.613885479639542,sprinkler,West,Var_05,Vegetative,,ISO9001,Medium
SENSOR-1860,T=19.93|N=8.00|H=57.2,3.977146561511193,3.195244925879061,2.3207930030756243,drip,North,Var_08,Vegetative,No Disease,ISO9001,Medium
DEV-1582,T=20.14|N=10.54|H=55.3,2.0490901969892135,,3.2777928324493333,drip,North,Var_15,Flowering,No Disease,ISO9001,High
NODE-7710,T=15.47|N=5.31|H=63.9,2.392969841375067,,2.1607493510691773,sprinkler,North,Var_34,Flowering,,ISO9001,Low
SENSOR-3193,T=24.99|N=10.32|H=66.7,5.713259894523456,3.046341790176924,2.8004309172006288,drip,West,Var_01,Seedling,No Disease,ISO9001,High
NODE-8047,T=21.32|N=9.92|H=54.0,3.348972340125624,4.080780472397079,2.915947956999391,drip,North,Var_01,Maturity,No Disease,ISO9001,High
SENSOR-7066,T=26.85|N=8.14|H=38.0,2.7513373810112727,2.9668354358333575,,sprinkler,South,Var_36,Flowering,Low,ISO9001,Low
SENSOR-6292,T=18.56|N=8.02|H=49.0,4.847520870391091,4.341586722700507,2.4521020543969647,drip,East,Var_06,Maturity,No Disease,ISO9001,Medium
NODE-9674,T=24.72|N=7.91|H=69.2,1.37908490954522,3.7789060912170442,2.7714519566379474,drip,West,Var_01,Vegetative,No Disease,ISO9001,Medium
DEV-5926,T=19.35|N=2.92|H=54.3,6.837007210416917,4.8839626318254,2.3169863837409017,sprinkler,West,Var_40,Vegetative,No Disease,ISO9001,Medium
NODE-4320,T=20.43|N=10.92|H=30.2,3.662728958186303,2.2904093143761166,2.5900232185245637,sprinkler,North,Var_30,Flowering,Low,ISO9001,Medium
DEV-1325,T=22.70|N=11.03|H=51.5,3.9318449118188696,,2.3787655101757594,sprinkler,West,Var_05,Seedling,No Disease,ISO9001,Medium
SENSOR-5938,T=21.18|N=5.39|H=50.5,4.626287485453972,4.023391927074693,1.9012515167520727,drip,East,Var_03,Seedling,No Disease,ISO9001,Medium
DEV-8827,T=28.86|N=7.19|H=56.6,2.141451715500554,5.051628857765982,2.9970836874544733,flood,South,Var_16,Vegetative,No Disease,ISO9001,Medium
SENSOR-5745,T=17.48|N=8.88|H=41.1,1.638406018983095,6.078644622147223,3.621361575595417,drip,East,Var_07,Maturity,No Disease,ISO9001,Medium
NODE-5645,T=31.49|N=13.12|H=61.0,,4.286798955172644,3.656898469764939,drip,East,Var_35,Flowering,Low,ISO9001,Low
DEV-4192,T=24.90|N=2.76|H=48.0,3.4423311312630474,5.374614130817251,2.201299342125102,drip,North,Var_01,Seedling,No Disease,ISO9001,High
NODE-9490,T=23.82|N=7.87|H=68.4,4.805880700076731,3.918482908964418,2.424974165049015,drip,East,Var_38,Flowering,No Disease,ISO9001,Medium
DEV-6533,,3.969642487223191,6.078571056597849,4.848398416798771,drip,East,Var_25,Vegetative,No Disease,ISO9001,High
SENSOR-1692,T=24.64|N=5.13|H=60.9,7.137308096524761,8.551510397207164,4.096546096377856,flood,East,Var_09,Flowering,No Disease,ISO9001,High
NODE-6298,T=24.51|N=9.85|H=17.9,1.3165486968826603,3.403533267050413,2.7337315569810547,sprinkler,East,Var_03,Vegetative,Low,ISO9001,High
NODE-4603,T=23.17|N=10.74|H=61.2,2.456303974802841,3.144618162366882,2.6049642646485682,drip,South,Var_01,Maturity,No Disease,ISO9001,Medium
NODE-2724,T=28.08|N=10.03|H=42.6,4.069806005769294,6.792397493034844,4.593883094124527,flood,East,Var_01,Maturity,No Disease,ISO9001,High
SENSOR-9092,T=24.75|N=7.54|H=49.6,2.7856984910215004,2.4700104094704898,1.82131898065303,drip,South,Var_04,Flowering,Low,ISO9001,Low
NODE-1894,T=18.15|N=5.37|H=59.6,4.911933669375582,3.9609875573799163,2.2468527008866923,drip,East,Var_03,Seedling,No Disease,ISO9001,Low
SENSOR-5767,T=17.58|N=10.20|H=54.0,8.638190685665144,7.308568056022005,4.846664295257213,flood,West,Var_02,Flowering,Low,ISO9001,High
NODE-4534,,6.033686258258561,3.068448008855122,1.6782445778645632,drip,West,Var_15,Vegetative,No Disease,ISO9001,Medium
NODE-1046,T=21.44|N=6.39|H=56.0,3.3044488836694397,2.6289549148920286,1.5629867063309595,drip,East,Var_08,Maturity,No Disease,ISO9001,Low
SENSOR-3879,T=28.80|N=13.14|H=55.6,7.123339854873995,7.017771931834268,4.984073254549266,flood,North,Var_04,Flowering,No Disease,ISO9001,High
DEV-2223,T=20.01|N=8.95|H=45.7,6.227111007949993,3.6575107022074285,2.6166897725501848,flood,North,Var_01,Flowering,Low,ISO9001,Medium
DEV-5557,T=20.26|N=6.95|H=51.2,4.307891632436059,,1.5820839427972275,drip,East,Var_30,Flowering,Medium,ISO9001,Low
DEV-8600,T=22.90|N=4.84|H=60.9,0.9720809190355297,3.3976703542033264,1.7391178430277918,sprinkler,North,Var_12,Flowering,No Disease,ISO9001,Low
NODE-2935,T=30.57|N=6.38|H=39.5,5.682580507995486,1.951912694678665,1.3565385339111513,sprinkler,West,Var_14,Maturity,No Disease,ISO9001,Low
DEV-2848,T=28.26|N=6.71|H=37.4,2.694807482146207,5.32566337522986,3.0436702521910424,drip,South,Var_35,Flowering,Medium,ISO9001,Low
SENSOR-9972,T=25.81|N=5.67|H=38.4,3.5770642737144094,5.619364076706396,,flood,South,Var_18,Maturity,No Disease,ISO9001,High
NODE-4141,T=21.58|N=6.69|H=45.8,2.389294768911129,4.3743278284304665,2.6098097438323,drip,West,Var_31,Vegetative,Low,ISO9001,Medium
NODE-3944,T=19.83|N=5.02|H=37.5,,1.7704302591620322,0.7129898315553708,sprinkler,North,Var_31,Vegetative,No Disease,ISO9001,Low
NODE-3098,T=23.51|N=12.99|H=47.2,7.272830545674239,3.484031057433744,3.5248657304220616,drip,North,Var_01,Seedling,No Disease,ISO9001,High
NODE-6564,T=27.51|N=5.93|H=53.4,5.699736604921544,4.243606013640565,2.2131293685468063,drip,West,Var_26,Flowering,No Disease,ISO9001,Medium
DEV-7199,T=17.38|N=6.09|H=43.4,5.800655030574658,2.6547675257405006,1.6322812188320424,sprinkler,West,Var_02,Flowering,No Disease,ISO9001,Low
NODE-4670,T=24.58|N=7.86|H=44.8,2.659260144957558,2.5610768542531304,2.0120211561660244,sprinkler,East,Var_06,Vegetative,No Disease,ISO9001,Medium
SENSOR-5008,T=13.94|N=14.64|H=47.7,1.6980351593861311,2.562371353501994,,drip,North,Var_23,Maturity,No Disease,ISO9001,Low
NODE-1587,T=18.95|N=7.13|H=47.4,4.9469571994652295,2.6342960773268014,1.6377022754730033,sprinkler,West,Var_26,Vegetative,No Disease,ISO9001,Low
NODE-9481,T=28.83|N=7.72|H=35.1,,2.23527434705841,1.7276341979439027,sprinkler,North,Var_23,Vegetative,No Disease,ISO9001,Low
NODE-8752,T=27.32|N=7.83|H=52.1,2.9897334644622315,2.8866292765810067,2.074910545986592,sprinkler,South,Var_11,Flowering,No Disease,ISO9001,Medium
DEV-2534,T=18.77|N=10.22|H=68.3,1.9626226592689375,,1.598226413744352,sprinkler,East,Var_35,Flowering,No Disease,ISO9001,Low
SENSOR-4491,T=28.54|N=6.00|H=65.3,,2.5601636111142,1.3231116526478912,drip,West,Var_02,Vegetative,Low,ISO9001,Low
NODE-5450,T=15.99|N=9.32|H=63.7,,3.1008805785367186,,drip,North,Var_06,Flowering,No Disease,ISO9001,Low
DEV-4163,T=21.01|N=11.82|H=56.1,6.738235339093393,2.6178537625987945,2.5158053924857278,sprinkler,South,Var_23,Vegetative,No Disease,ISO9001,High
SENSOR-6000,T=33.73|N=4.47|H=46.6,3.8516703146740534,5.659794676494572,,drip,South,Var_12,Vegetative,No Disease,ISO9001,Low
NODE-1199,T=18.62|N=11.95|H=50.7,0.7827737806674475,3.9047575836970227,3.3660035958531003,sprinkler,East,Var_40,Vegetative,No Disease,ISO9001,Medium
SENSOR-7205,T=30.02|N=7.87|H=41.6,4.16758877210248,6.241735940907934,3.5220116324028923,drip,South,Var_22,Seedling,No Disease,ISO9001,Low
DEV-6002,T=32.25|N=8.29|H=42.8,1.3231833550342194,6.386493843893176,4.018374231031911,flood,East,Var_02,Vegetative,No Disease,ISO9001,Low
SENSOR-1788,T=24.44|N=12.60|H=55.1,2.9212734992374862,4.417384438445456,3.7369780519985545,drip,North,Var_02,Maturity,No Disease,ISO9001,High
NODE-9624,T=24.26|N=9.62|H=46.8,2.6414651847641815,,3.468676666690351,drip,North,Var_24,Vegetative,No Disease,ISO9001,
SENSOR-1552,T=25.05|N=16.89|H=50.9,,9.046746276729602,6.899028980599645,flood,East,Var_36,Vegetative,No Disease,ISO9001,High
DEV-9481,T=18.02|N=10.16|H=44.5,2.4912630752385696,2.6776785052970866,2.2885296514555655,sprinkler,East,Var_29,Vegetative,No Disease,ISO9001,Low
NODE-1059,T=16.10|N=6.97|H=67.1,1.6402920684163906,3.7622607409791184,2.3356078163545217,drip,North,Var_01,Maturity,No Disease,ISO9001,Low
SENSOR-2804,T=19.03|N=7.53|H=60.2,8.43619261861537,3.9032689247101384,2.575069842517247,drip,North,Var_01,Flowering,Low,ISO9001,Medium
SENSOR-8432,T=16.44|N=5.60|H=39.8,2.1058377638024712,2.945417167308156,1.6869346743193405,drip,North,Var_37,Seedling,,ISO9001,Low
DEV-7066,T=14.29|N=9.95|H=52.9,5.511765064434551,2.7695845736987867,2.4453493309698078,sprinkler,South,Var_11,Seedling,,ISO9001,Low
NODE-5110,T=21.97|N=9.06|H=40.8,3.0425982494471704,3.8308672592440693,2.47101316827186,drip,West,Var_16,Seedling,,ISO9001,Medium
NODE-8285,T=23.79|N=3.83|H=40.5,3.326865369704689,3.0003765496062336,1.01867629527032,drip,East,Var_12,Vegetative,No Disease,ISO9001,Low
DEV-1848,T=20.18|N=5.81|H=44.0,2.960001572681618,5.960024997107081,3.086868185647464,drip,North,Var_03,Maturity,,ISO9001,Medium
SENSOR-5835,T=17.89|N=2.42|H=48.9,3.726686631837682,4.384071460576611,1.5519501205025497,drip,North,Var_40,Vegetative,Low,ISO9001,Low
NODE-5077,T=18.34|N=9.29|H=64.9,6.328469900012367,3.907852012140673,2.927874309430547,flood,North,Var_01,Vegetative,,ISO9001,Medium
NODE-7170,T=29.08|N=11.81|H=51.5,5.5857028784463285,2.9260477996946492,2.7744589869679044,drip,West,Var_36,Vegetative,No Disease,ISO9001,Low
DEV-7169,T=26.66|N=5.38|H=53.0,1.8332752856783179,5.2827822778144,,flood,South,Var_12,Vegetative,No Disease,ISO9001,Medium
NODE-1900,T=17.92|N=6.93|H=45.7,7.873367323008667,,2.8435622960754285,drip,North,Var_07,Maturity,No Disease,ISO9001,Medium
NODE-5633,T=20.09|N=8.39|H=44.3,4.662608607848643,,1.7088446391713648,sprinkler,North,Var_18,Vegetative,No Disease,ISO9001,Medium
SENSOR-3734,T=27.84|N=5.49|H=33.2,3.6705926705638143,4.240849093377957,,drip,East,Var_02,Flowering,No Disease,ISO9001,Medium
DEV-8233,T=15.88|N=5.28|H=73.7,4.121087225040329,4.1117974117510245,1.9521562482189738,sprinkler,North,Var_24,Seedling,No Disease,ISO9001,Low
DEV-7226,T=28.74|N=8.39|H=37.4,6.025656277833589,7.098295753307459,4.315445769865414,drip,South,Var_37,Seedling,No Disease,ISO9001,High
SENSOR-2232,T=18.03|N=14.24|H=61.0,3.711104704995819,4.92949767284428,4.451878270793531,drip,North,Var_29,Flowering,No Disease,ISO9001,High
DEV-5261,T=24.15|N=11.34|H=48.4,7.040220502162326,2.3385680355702316,2.310256970418464,sprinkler,East,Var_40,Flowering,No Disease,ISO9001,Medium
DEV-5898,T=26.17|N=7.46|H=41.5,1.9870900530573685,6.142154260004025,3.5525307060007547,flood,North,Var_31,Maturity,No Disease,ISO9001,High
NODE-7358,T=28.54|N=5.40|H=43.2,2.0110340567541973,2.8934325634786497,1.339718969120265,drip,East,Var_36,Flowering,No Disease,ISO9001,Low
NODE-9508,T=21.80|N=10.43|H=58.5,6.378585263836799,4.041068580903379,3.3142376969308405,drip,South,Var_11,Flowering,No Disease,ISO9001,
NODE-5021,T=18.30|N=8.10|H=51.0,3.907793546826291,2.812290125594589,2.0592343638977755,sprinkler,East,Var_01,Seedling,No Disease,ISO9001,Low
DEV-3473,T=23.10|N=13.30|H=45.6,2.8873754709798884,5.272750967585886,4.470467740195867,drip,West,Var_26,Seedling,,ISO9001,High
SENSOR-3828,T=23.18|N=8.89|H=65.9,3.8185456678057155,2.1634847035216125,1.9756538149707403,sprinkler,South,Var_20,Vegetative,Low,ISO9001,Medium
DEV-4877,T=23.75|N=9.40|H=48.9,4.595782228160651,4.139835757852423,,drip,North,Var_35,Vegetative,,ISO9001,High
NODE-6902,T=21.69|N=8.84|H=41.2,4.065090143769409,4.685428122751242,3.474498576145803,drip,South,Var_35,Flowering,No Disease,ISO9001,High
NODE-4600,T=22.65|N=9.95|H=49.2,2.058719485262124,2.841545605254514,2.4058419734860346,drip,East,Var_25,Vegetative,No Disease,ISO9001,Medium
DEV-2673,T=24.72|N=4.78|H=45.3,3.2481089867209123,4.386768022118568,2.0989272503282126,drip,East,Var_33,Vegetative,No Disease,ISO9001,Medium
DEV-5107,T=23.95|N=9.81|H=61.6,2.3056188946992022,4.1323817196741235,3.205050027458725,drip,North,Var_01,Vegetative,No Disease,ISO9001,High
SENSOR-1519,T=20.31|N=9.00|H=48.3,5.581728808754652,5.732229394270362,3.92818019550839,drip,East,Var_37,Vegetative,No Disease,ISO9001,High
DEV-2718,T=23.67|N=13.07|H=50.1,4.334589972556909,3.1933575881997793,3.0061853228255946,sprinkler,East,Var_25,Vegetative,No Disease,ISO9001,
SENSOR-3970,T=25.83|N=16.56|H=54.9,5.365680470422964,3.856271324507471,4.165531692700338,drip,North,Var_14,Flowering,No Disease,ISO9001,High
